file_path,depth,file_name,file_ext,width,height,aspect_ratio,megapixels,orientation,class,species,phash,path_depth,species_fixed,species_fixed_final,species_norm,species_fixed_norm,augmented_width,augmented_height
Classes/poisonous/Xanthoria parietina/42244medium.jpeg,3,42244medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,d51582aa7f475538,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita_gracilior/Amanita_gracilior3.png,3,Amanita_gracilior3,png,100,100,1.0,0.01,square,poisonous,Amanita_gracilior,8c9977c66926706d,4,other_rare_species,other_rare_species,amanita_gracilior,other_rare_species,256,256
Classes/poisonous/Xanthoria parietina/40381medium.jpeg,3,40381medium,jpeg,374,500,0.748,0.187,portrait,poisonous,Xanthoria parietina,f07a9784bbbc5221,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita muscaria/2893medium.jpg,3,2893medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,ca5f21b0cb789c53,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Gyromitra gigas/25370medium.jpeg,3,25370medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Gyromitra gigas,d90b8625cd747c99,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/Gyromitra gigas/26065medium.jpeg,3,26065medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,poisonous,Gyromitra gigas,8e9eb23a4d41d0cf,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/yellow_stagshorn/13.png,3,13,png,512,512,1.0,0.262144,square,poisonous,yellow_stagshorn,9a8d66320ecd9b78,4,other_rare_species,other_rare_species,yellow_stagshorn,other_rare_species,256,256
Classes/poisonous/Inocybe_geophylla/Inocybe_geophylla5.png,3,Inocybe_geophylla5,png,100,100,1.0,0.01,square,poisonous,Inocybe_geophylla,85cf673424cbd943,4,other_rare_species,other_rare_species,inocybe_geophylla,other_rare_species,256,256
Classes/poisonous/Coprinopsis atramentaria/7749medium.jpeg,3,7749medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Coprinopsis atramentaria,99d707503f1ee624,4,Coprinopsis atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,256,256
Classes/poisonous/Hebeloma_crustuliniforme/Hebeloma_crustuliniforme23.png,3,Hebeloma_crustuliniforme23,png,268,188,1.425531914893617,0.050384,landscape,poisonous,Hebeloma_crustuliniforme,c4c71dad63427cb1,4,other_rare_species,other_rare_species,hebeloma_crustuliniforme,other_rare_species,256,256
Classes/poisonous/Amanita_boudieri/Amanita_boudieri9.png,3,Amanita_boudieri9,png,100,100,1.0,0.01,square,poisonous,Amanita_boudieri,95e4c66a46866b76,4,other_rare_species,other_rare_species,amanita_boudieri,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/1918medium.jpeg,3,1918medium,jpeg,500,500,1.0,0.25,square,poisonous,Amanita muscaria,b9864baef45e2055,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Omphalotus_nidiformis/Omphalotus_nidiformis22.png,3,Omphalotus_nidiformis22,png,275,183,1.5027322404371584,0.050325,landscape,poisonous,Omphalotus_nidiformis,92cd6f34b432d2c9,4,other_rare_species,other_rare_species,omphalotus_nidiformis,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/928medium.jpeg,3,928medium,jpeg,500,237,2.109704641350211,0.1185,landscape,poisonous,Amanita muscaria,cb99da742c7d9007,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Coprinopsis atramentaria/7861medium.jpg,3,7861medium,jpg,500,434,1.152073732718894,0.217,landscape,poisonous,Coprinopsis atramentaria,bc93c14b0d25bf92,4,Coprinopsis atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,256,256
Classes/poisonous/Amanita muscaria/2432medium.jpeg,3,2432medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,a88e75f24b240f9e,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Gyromitra gigas/25619medium.jpg,3,25619medium,jpg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Gyromitra gigas,d68d4d83b0ad4b1b,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/Gyromitra gigas/25101medium.jpg,3,25101medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Gyromitra gigas,c9edc2969a953836,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/Calycina citrina/2608medium.jpeg,3,2608medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Calycina citrina,d1953bf885638e4c,4,Calycina citrina,calycina_citrina,calycina_citrina,calycina_citrina,256,256
Classes/poisonous/Xanthoria parietina/40519medium.jpeg,3,40519medium,jpeg,281,500,0.562,0.1405,portrait,poisonous,Xanthoria parietina,fcf80dcdb3953088,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Xanthoria parietina/39624medium.jpeg,3,39624medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,d2623133d319f94d,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Agaricus_hondensis/Agaricus_hondensis17.png,3,Agaricus_hondensis17,png,255,197,1.2944162436548223,0.050235,landscape,poisonous,Agaricus_hondensis,c69c3c634b6b6338,4,other_rare_species,other_rare_species,agaricus_hondensis,other_rare_species,256,256
Classes/poisonous/Xanthoria parietina/43260medium.jpg,3,43260medium,jpg,374,500,0.748,0.187,portrait,poisonous,Xanthoria parietina,c4d319177ce39e30,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita muscaria/1734medium.jpeg,3,1734medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Amanita muscaria,9932d3cc3bcc243d,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Ramaria_formosa/Ramaria_formosa31.png,3,Ramaria_formosa31,png,275,183,1.5027322404371584,0.050325,landscape,poisonous,Ramaria_formosa,96d3691e33657071,4,other_rare_species,other_rare_species,ramaria_formosa,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/3611medium.jpeg,3,3611medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Amanita muscaria,9bca32b6cd384c93,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Imperator_torosus/Imperator_torosus13.png,3,Imperator_torosus13,png,261,193,1.3523316062176165,0.050373,landscape,poisonous,Imperator_torosus,e1bc1f42c52da83e,4,other_rare_species,other_rare_species,imperator_torosus,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/989medium.jpg,3,989medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,cacac6e92c6556ca,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Xanthoria parietina/43471medium.jpeg,3,43471medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Xanthoria parietina,badb2fc0218505bf,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita rubescens/885medium.jpg,3,885medium,jpg,282,500,0.564,0.141,portrait,poisonous,Amanita rubescens,c8c366d993873635,4,Amanita rubescens,amanita_rubescens,amanita_rubescens,amanita_rubescens,256,256
Classes/poisonous/Xanthoria parietina/38438medium.jpg,3,38438medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,b4cf5c5b64d21b0c,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Calycina citrina/2699medium.jpeg,3,2699medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Calycina citrina,d5d968702eb185f2,4,Calycina citrina,calycina_citrina,calycina_citrina,calycina_citrina,256,256
Classes/poisonous/Calycina citrina/2864medium.jpeg,3,2864medium,jpeg,500,332,1.5060240963855422,0.166,landscape,poisonous,Calycina citrina,f5e365e1a2867560,4,Calycina citrina,calycina_citrina,calycina_citrina,calycina_citrina,256,256
Classes/poisonous/Bjerkandera adusta/1592medium.jpg,3,1592medium,jpg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Bjerkandera adusta,c9a6669be331a683,4,Bjerkandera adusta,bjerkandera_adusta,bjerkandera_adusta,bjerkandera_adusta,256,256
Classes/poisonous/Gyromitra infula/11312medium.jpg,3,11312medium,jpg,281,500,0.562,0.1405,portrait,poisonous,Gyromitra infula,b1ca4f373e70411d,4,Gyromitra infula,gyromitra_infula,gyromitra_infula,gyromitra_infula,256,256
Classes/poisonous/Xanthoria parietina/40233medium.jpeg,3,40233medium,jpeg,500,281,1.7793594306049823,0.1405,landscape,poisonous,Xanthoria parietina,b04649e3c4bdbd25,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Xanthoria parietina/38419medium.jpeg,3,38419medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,caf97a39b5279404,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Coprinopsis_romagnesiana/Coprinopsis_romagnesiana31.png,3,Coprinopsis_romagnesiana31,png,274,184,1.4891304347826086,0.050416,landscape,poisonous,Coprinopsis_romagnesiana,85e87a9d5c547153,4,other_rare_species,other_rare_species,coprinopsis_romagnesiana,other_rare_species,256,256
Classes/poisonous/Gyromitra_perlata/Gyromitra_perlata4.png,3,Gyromitra_perlata4,png,264,191,1.382198952879581,0.050424,landscape,poisonous,Gyromitra_perlata,9641696ec0efa539,4,other_rare_species,other_rare_species,gyromitra_perlata,other_rare_species,256,256
Classes/poisonous/Gyromitra gigas/25546medium.jpg,3,25546medium,jpg,500,350,1.4285714285714286,0.175,landscape,poisonous,Gyromitra gigas,adf81202a73daf62,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/Rubroboletus_pulcherrimus/Rubroboletus_pulcherrimus0.png,3,Rubroboletus_pulcherrimus0,png,100,100,1.0,0.01,square,poisonous,Rubroboletus_pulcherrimus,cbb31f1f30e2384c,4,other_rare_species,other_rare_species,rubroboletus_pulcherrimus,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/1835medium.jpg,3,1835medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,e98c2a6a9ac2cd3b,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Xanthoria parietina/42999medium.jpeg,3,42999medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,aa626ad6d67520ce,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Xanthoria parietina/41211medium.jpeg,3,41211medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,968dc9223acdc373,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita muscaria/3866medium.jpeg,3,3866medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,poisonous,Amanita muscaria,861f63ddc42b519c,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Choiromyces_venosus/Choiromyces_venosus19.png,3,Choiromyces_venosus19,png,199,253,0.7865612648221344,0.050347,portrait,poisonous,Choiromyces_venosus,904b5e37b5a853e1,4,other_rare_species,other_rare_species,choiromyces_venosus,other_rare_species,256,256
Classes/poisonous/Bjerkandera adusta/1556medium.jpeg,3,1556medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Bjerkandera adusta,95a73a90d90dc717,4,Bjerkandera adusta,bjerkandera_adusta,bjerkandera_adusta,bjerkandera_adusta,256,256
Classes/poisonous/Bjerkandera adusta/1682medium.jpg,3,1682medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Bjerkandera adusta,8770793f0e4e2e32,4,Bjerkandera adusta,bjerkandera_adusta,bjerkandera_adusta,bjerkandera_adusta,256,256
Classes/poisonous/Amanita muscaria/1270medium.jpg,3,1270medium,jpg,500,495,1.0101010101010102,0.2475,landscape,poisonous,Amanita muscaria,d9d1646730f30aad,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Amanita rubescens/816medium.jpeg,3,816medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Amanita rubescens,8fdc3060c377ecc8,4,Amanita rubescens,amanita_rubescens,amanita_rubescens,amanita_rubescens,256,256
Classes/poisonous/Xanthoria parietina/41655medium.jpeg,3,41655medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Xanthoria parietina,bc907acdc574aa89,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita muscaria/305medium.jpg,3,305medium,jpg,500,500,1.0,0.25,square,poisonous,Amanita muscaria,80f61d224e95e3db,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Gyromitra esculenta/10950medium.jpeg,3,10950medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Gyromitra esculenta,a8dd9227e057aa4d,4,Gyromitra esculenta,other_rare_species,gyromitra_esculenta,gyromitra_esculenta,256,256
Classes/poisonous/Xanthoria parietina/39222medium.jpg,3,39222medium,jpg,281,500,0.562,0.1405,portrait,poisonous,Xanthoria parietina,f8711f5ab49e5828,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Psilocybe_semilanceata/Psilocybe_semilanceata20.png,3,Psilocybe_semilanceata20,png,100,100,1.0,0.01,square,poisonous,Psilocybe_semilanceata,f6f1c98c2b1936c4,4,other_rare_species,other_rare_species,psilocybe_semilanceata,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/4173medium.jpeg,3,4173medium,jpeg,333,500,0.666,0.1665,portrait,poisonous,Amanita muscaria,8e2f6986c7589a63,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Calycina citrina/2633medium.jpeg,3,2633medium,jpeg,500,337,1.4836795252225519,0.1685,landscape,poisonous,Calycina citrina,c0973b68763dca26,4,Calycina citrina,calycina_citrina,calycina_citrina,calycina_citrina,256,256
Classes/poisonous/Xanthoria parietina/38574medium.jpeg,3,38574medium,jpeg,374,500,0.748,0.187,portrait,poisonous,Xanthoria parietina,d095d0b2e98acfe4,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Xanthoria parietina/39319medium.jpg,3,39319medium,jpg,500,281,1.7793594306049823,0.1405,landscape,poisonous,Xanthoria parietina,9f9d30c74cb0a559,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Gyromitra gigas/25951medium.jpeg,3,25951medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Gyromitra gigas,833cc30c33663ecf,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/Amanita_gioiosa/Amanita_gioiosa16.png,3,Amanita_gioiosa16,png,240,160,1.5,0.0384,landscape,poisonous,Amanita_gioiosa,ca907cecc23c9f91,4,other_rare_species,other_rare_species,amanita_gioiosa,other_rare_species,256,256
Classes/poisonous/Gyromitra esculenta/11117medium.jpg,3,11117medium,jpg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Gyromitra esculenta,a593b367ea8419e8,4,Gyromitra esculenta,other_rare_species,gyromitra_esculenta,gyromitra_esculenta,256,256
Classes/poisonous/Amanita muscaria/500medium.jpeg,3,500medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Amanita muscaria,d8d92726d8549bc9,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Gyromitra gigas/25371medium.jpeg,3,25371medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Gyromitra gigas,edd8b28a508b5ab5,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/Bjerkandera adusta/1712medium.jpg,3,1712medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Bjerkandera adusta,a0df4ff01296e4e8,4,Bjerkandera adusta,bjerkandera_adusta,bjerkandera_adusta,bjerkandera_adusta,256,256
Classes/poisonous/Imperator_torosus/Imperator_torosus15.png,3,Imperator_torosus15,png,276,183,1.5081967213114753,0.050508,landscape,poisonous,Imperator_torosus,f386387bc43419ba,4,other_rare_species,other_rare_species,imperator_torosus,other_rare_species,256,256
Classes/poisonous/Amanita_xanthocephala/Amanita_xanthocephala15.png,3,Amanita_xanthocephala15,png,259,194,1.3350515463917525,0.050246,landscape,poisonous,Amanita_xanthocephala,c7871f0c387e6463,4,other_rare_species,other_rare_species,amanita_xanthocephala,other_rare_species,256,256
Classes/poisonous/Amanita pantherina/540medium.jpg,3,540medium,jpg,500,414,1.2077294685990339,0.207,landscape,poisonous,Amanita pantherina,dc8ca731c9c720fc,4,Amanita pantherina,other_rare_species,amanita_pantherina,amanita_pantherina,256,256
Classes/poisonous/Rubroboletus_lupinus/Rubroboletus_lupinus24.png,3,Rubroboletus_lupinus24,png,268,188,1.425531914893617,0.050384,landscape,poisonous,Rubroboletus_lupinus,e2c42f7f36c27c08,4,other_rare_species,other_rare_species,rubroboletus_lupinus,other_rare_species,256,256
Classes/poisonous/Xanthoria parietina/41277medium.jpg,3,41277medium,jpg,500,500,1.0,0.25,square,poisonous,Xanthoria parietina,f05dc7d6e7624013,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Xanthoria parietina/43231medium.jpeg,3,43231medium,jpeg,500,439,1.1389521640091116,0.2195,landscape,poisonous,Xanthoria parietina,d46e9e3c95c8b035,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Coprinopsis atramentaria/7903medium.jpeg,3,7903medium,jpeg,500,500,1.0,0.25,square,poisonous,Coprinopsis atramentaria,bf87b03e07c04a79,4,Coprinopsis atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,256,256
Classes/poisonous/Amanita_pseudoregalis/Amanita_pseudoregalis3.png,3,Amanita_pseudoregalis3,png,100,100,1.0,0.01,square,poisonous,Amanita_pseudoregalis,c98496e1e6e3c6e1,4,other_rare_species,other_rare_species,amanita_pseudoregalis,other_rare_species,256,256
Classes/poisonous/Trogia_venenata/Trogia_venenata3.png,3,Trogia_venenata3,png,100,100,1.0,0.01,square,poisonous,Trogia_venenata,aef1051a1b4cf3c3,4,other_rare_species,other_rare_species,trogia_venenata,other_rare_species,256,256
Classes/poisonous/Xanthoria parietina/42693medium.jpeg,3,42693medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,d885856cb636adca,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita muscaria/2976medium.jpg,3,2976medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,8a63d37863b58c1e,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Amanita muscaria/1762medium.jpg,3,1762medium,jpg,281,500,0.562,0.1405,portrait,poisonous,Amanita muscaria,9096343e93f169cd,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/destroying_angel/1.png,3,1,png,512,512,1.0,0.262144,square,poisonous,destroying_angel,8d9a96b337606565,4,other_rare_species,other_rare_species,destroying_angel,other_rare_species,256,256
Classes/poisonous/Coprinopsis atramentaria/7767medium.jpg,3,7767medium,jpg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Coprinopsis atramentaria,8abc7683013e9ee5,4,Coprinopsis atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,256,256
Classes/poisonous/Inocybe_rimosa/Inocybe_rimosa5.png,3,Inocybe_rimosa5,png,100,100,1.0,0.01,square,poisonous,Inocybe_rimosa,d58b68c697107be2,4,other_rare_species,other_rare_species,inocybe_rimosa,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/1187medium.jpeg,3,1187medium,jpeg,500,333,1.5015015015015014,0.1665,landscape,poisonous,Amanita muscaria,99dc686d666432f4,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/bruising_webcap/2.png,3,2,png,512,512,1.0,0.262144,square,poisonous,bruising_webcap,dbe68be96d2424b0,4,other_rare_species,other_rare_species,bruising_webcap,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/1817medium.jpg,3,1817medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Amanita muscaria,8b2ce4cbcd927925,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Rubroboletus_lupinus/Rubroboletus_lupinus13.png,3,Rubroboletus_lupinus13,png,259,194,1.3350515463917525,0.050246,landscape,poisonous,Rubroboletus_lupinus,c4d86b3f84e069b3,4,other_rare_species,other_rare_species,rubroboletus_lupinus,other_rare_species,256,256
Classes/poisonous/Gyromitra esculenta/10809medium.jpg,3,10809medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Gyromitra esculenta,9fe6996860d522ce,4,Gyromitra esculenta,other_rare_species,gyromitra_esculenta,gyromitra_esculenta,256,256
Classes/poisonous/Amanita rubescens/1080medium.jpeg,3,1080medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Amanita rubescens,89363cc1cb2dcd72,4,Amanita rubescens,amanita_rubescens,amanita_rubescens,amanita_rubescens,256,256
Classes/poisonous/Xanthoria parietina/40144medium.jpg,3,40144medium,jpg,374,500,0.748,0.187,portrait,poisonous,Xanthoria parietina,e2cad20efd54a8d4,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Hebeloma_sinapizans/Hebeloma_sinapizans10.png,3,Hebeloma_sinapizans10,png,100,100,1.0,0.01,square,poisonous,Hebeloma_sinapizans,f75811a60ecf1879,4,other_rare_species,other_rare_species,hebeloma_sinapizans,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/2188medium.jpeg,3,2188medium,jpeg,500,392,1.2755102040816326,0.196,landscape,poisonous,Amanita muscaria,979334f666686c31,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Coprinopsis atramentaria/7877medium.jpeg,3,7877medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Coprinopsis atramentaria,8baa3d4dc833b694,4,Coprinopsis atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,256,256
Classes/poisonous/Amanita rubescens/840medium.jpg,3,840medium,jpg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Amanita rubescens,d6b829d6d3309a71,4,Amanita rubescens,amanita_rubescens,amanita_rubescens,amanita_rubescens,256,256
Classes/poisonous/Xanthoria parietina/39181medium.jpeg,3,39181medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Xanthoria parietina,d1cf3b0703411df3,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Xanthoria parietina/39418medium.jpg,3,39418medium,jpg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,bf41e5f0d0c3e2c2,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita_wellsii/Amanita_wellsii9.png,3,Amanita_wellsii9,png,100,100,1.0,0.01,square,poisonous,Amanita_wellsii,a499db26c9b741c6,4,other_rare_species,other_rare_species,amanita_wellsii,other_rare_species,256,256
Classes/poisonous/Xanthoria parietina/39513medium.jpeg,3,39513medium,jpeg,375,500,0.75,0.1875,portrait,poisonous,Xanthoria parietina,8e866c0d4f2b725b,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Choiromyces_venosus/Choiromyces_venosus23.png,3,Choiromyces_venosus23,png,259,194,1.3350515463917525,0.050246,landscape,poisonous,Choiromyces_venosus,94c84bb7a5647479,4,other_rare_species,other_rare_species,choiromyces_venosus,other_rare_species,256,256
Classes/poisonous/Amanita muscaria/3021medium.jpeg,3,3021medium,jpeg,445,500,0.89,0.2225,portrait,poisonous,Amanita muscaria,b28fa4688c96cd6d,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Gyromitra gigas/25908medium.jpeg,3,25908medium,jpeg,500,375,1.3333333333333333,0.1875,landscape,poisonous,Gyromitra gigas,aa952cb5f6f23882,4,Gyromitra gigas,gyromitra_gigas,gyromitra_gigas,gyromitra_gigas,256,256
Classes/poisonous/Xanthoria parietina/39916medium.jpg,3,39916medium,jpg,500,333,1.5015015015015014,0.1665,landscape,poisonous,Xanthoria parietina,a6a6e4a6b2b6e0a3,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Xanthoria parietina/41276medium.jpg,3,41276medium,jpg,337,338,0.9970414201183432,0.113906,portrait,poisonous,Xanthoria parietina,8906ee756ea2f660,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Amanita citrina/23medium.jpg,3,23medium,jpg,500,331,1.5105740181268883,0.1655,landscape,poisonous,Amanita citrina,d8623f6d67c0c09e,4,Amanita citrina,other_rare_species,amanita_citrina,amanita_citrina,256,256
Classes/poisonous/Amanita muscaria/58medium.jpeg,3,58medium,jpeg,500,281,1.7793594306049823,0.1405,landscape,poisonous,Amanita muscaria,99c173f8ccdc2632,4,Amanita muscaria,amanita_muscaria,amanita_muscaria,amanita_muscaria,256,256
Classes/poisonous/Cortinarius_cinnamomeus/Cortinarius_cinnamomeus8.png,3,Cortinarius_cinnamomeus8,png,265,190,1.394736842105263,0.05035,landscape,poisonous,Cortinarius_cinnamomeus,a1a4b6afa1c67551,4,other_rare_species,other_rare_species,cortinarius_cinnamomeus,other_rare_species,256,256
Classes/poisonous/Xanthoria parietina/42147medium.jpeg,3,42147medium,jpeg,500,482,1.037344398340249,0.241,landscape,poisonous,Xanthoria parietina,d6ff6808373d3450,4,Xanthoria parietina,xanthoria_parietina,xanthoria_parietina,xanthoria_parietina,256,256
Classes/poisonous/Coprinopsis atramentaria/7694medium.jpeg,3,7694medium,jpeg,333,500,0.666,0.1665,portrait,poisonous,Coprinopsis atramentaria,a87c7173fcc0de10,4,Coprinopsis atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,coprinopsis_atramentaria,256,256
